seqName	isoweek	lineage	variant
hCoV-19/USA/NC-CORVASEQ-UNC-1224/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1225/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1226/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1227/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1228/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1230/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1232/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1233/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1234/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1235/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1236/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1237/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1238/2021	18	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1239/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1240/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1241/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1242/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1244/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1245/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1246/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1247/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1248/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1249/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1250/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1252/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1253/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1254/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1255/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1256/2021	17	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1258/2021	16	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1259/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1260/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1261/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1262/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1263/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1265/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1266/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1267/2021	16	B.1.1	
hCoV-19/USA/NC-CORVASEQ-UNC-1269/2021	16	P.1	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1271/2021	16	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1272/2021	16	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1273/2021	15	B.1.1.519	
hCoV-19/USA/NC-CORVASEQ-UNC-1276/2021	15	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1277/2021	16	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1278/2021	16	A.2.5	
hCoV-19/USA/NC-CORVASEQ-UNC-1279/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1280/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1281/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1282/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1283/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1284/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1285/2021	17	A.2.5	
hCoV-19/USA/NC-CORVASEQ-UNC-1288/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1289/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1292/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1293/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1295/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1301/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1304/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1305/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1307/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1308/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1309/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1310/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1311/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1312/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1313/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1314/2021	18	B.1.1.318	B.1.1.318-like
hCoV-19/USA/NC-CORVASEQ-UNC-1315/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1316/2021	17	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1317/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1319/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1320/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1321/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1322/2021	18	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1323/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1324/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1325/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1326/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1327/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1329/2021	18	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1330/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1331/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1332/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1333/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1334/2021	18	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1335/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1336/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1337/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1338/2021	18	Q.3	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1339/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1340/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1342/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1343/2021	18	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1344/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1345/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1347/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1348/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1349/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1350/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1352/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1353/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1355/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1356/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1358/2021	16	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1365/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1368/2021	19	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1370/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1371/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1372/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1374/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1376/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1377/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1378/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1379/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1385/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1387/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1391/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1392/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1399/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1400/2021	19	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1401/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1402/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1403/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1404/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1407/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1410/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1411/2021	19	B.1.351	Beta (B.1.351-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1412/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1413/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1419/2021	19	P.1.17	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1421/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1422/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1423/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1424/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1425/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1426/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1427/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1428/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1429/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1430/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1431/2021	19	P.1	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1432/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1445/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1446/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1448/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1449/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1450/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1451/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1452/2021	18	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1453/2021	18	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1455/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1459/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1461/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1462/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1463/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1465/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1467/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1468/2021	19	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1469/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1470/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1471/2021	19	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1472/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1473/2021	20	P.1.10	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1474/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1475/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1476/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1477/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1479/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1480/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1482/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1483/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1484/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1485/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1486/2021	20	XB	
hCoV-19/USA/NC-CORVASEQ-UNC-1487/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1488/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1489/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1490/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1491/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1492/2021	20	P.1.10	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1493/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1494/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1495/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1496/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1497/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1498/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1500/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1501/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1502/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1503/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1504/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1506/2021	20	B.1.621	Mu (B.1.621-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1508/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1509/2021	20	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1515/2021	21	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1516/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1517/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1518/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1519/2021	21	B.1.637	
hCoV-19/USA/NC-CORVASEQ-UNC-1520/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1521/2021	21	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1522/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1523/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1524/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1525/2021	21	P.1.10	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1526/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1527/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1528/2021	21	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1529/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1530/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1532/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1534/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1536/2021	20	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1538/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1541/2021	21	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1542/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1544/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1546/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1550/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1552/2021	21	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1553/2021	22	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1555/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1559/2021	22	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1563/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1564/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1566/2021	22	P.1.10	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1567/2021	22	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1568/2021	22	P.1.10	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1569/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1573/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1574/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1580/2021	22	B.1.621	Mu (B.1.621-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1583/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1586/2021	16	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1587/2021	16	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1588/2021	16	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1589/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1590/2021	17	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1592/2021	21	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1593/2021	24	P.1	Gamma (P.1-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1594/2021	26	AY.44	Delta (B.1.617.2-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1595/2021	26	AY.44	Delta (B.1.617.2-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1597/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1598/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1609/2021	23	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1610/2021	23	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1614/2021	23	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1615/2021	23	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1618/2021	23	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1620/2021	23	B.1.617.2	Delta (B.1.617.2-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1627/2021	23	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1629/2021	23	B.1.625	
hCoV-19/USA/NC-CORVASEQ-UNC-1631/2021	23	B.1.526	Iota (B.1.526-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1638/2021	24	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1654/2021	24	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1658/2021	24	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1659/2021	24	B.1.1.7	Alpha (B.1.1.7-like)
hCoV-19/USA/NC-CORVASEQ-UNC-1662/2021	22	B.1.1.7	Alpha (B.1.1.7-like)
